5 0.243266 6.1383e-16 0 0.001343
10 0.226513 3.12759e-16 0.004 0.001487
20 0.294635 1.41273e-16 0 0.001938
50 0.283219 0.0105862 0.008001 0.004485
100 0.382331 0.0563653 0.012001 0.011177
1000 0.103796 0.131807 0.052003 0.054475
5000 0.0985858 0.137496 0.248016 0.248754
10000 0.0986965 0.139084 0.500031 0.513905
5 0.315238 1.62094e-16 0 0.001435
10 0.296364 3.95629e-16 0 0.001539
20 0.271237 2.05475e-16 0.004 0.001954
50 0.284309 7.40135e-16 0.004 0.004559
100 3.47363 0.0429269 0.012001 0.012461
1000 0.106332 0.144828 0.048003 0.055258
5000 0.0992614 0.136363 0.240015 0.25079
10000 0.0985286 0.139664 0.49203 0.512732
5 0.338959 2.13766e-17 0 0.00132
10 0.207127 3.78313e-16 0 0.001473
20 0.243464 3.34093e-16 0 0.001867
50 0.27965 7.93812e-16 0.004001 0.004502
100 2.24244 0.0652573 0.012001 0.011728
1000 0.105841 0.120826 0.052003 0.053775
5000 0.0990356 0.133198 0.348022 0.357069
10000 0.0987794 0.134128 0.560035 0.573377
5 0.312115 8.33573e-17 0.004 0.00142
10 0.234351 3.18422e-16 0.004 0.001554
20 0.226153 2.75938e-16 0.004001 0.001902
50 0.881483 2.34853e-15 0.004001 0.004325
100 1.70455 0.0727653 0.012001 0.011479
1000 0.104726 0.121981 0.052003 0.054186
5000 0.0993914 0.133965 0.244015 0.249812
10000 0.0984961 0.137999 0.504032 0.518607
5 0.211131 2.57664e-16 0.004 0.00139
10 0.207983 3.7186e-16 0.004 0.001567
20 0.144367 5.99034e-16 0.004 0.002206
50 0.191526 6.93734e-16 0.008 0.004541
100 1.495 0.0491386 0.012001 0.011047
1000 0.102607 0.135067 0.056004 0.054921
5000 0.099129 0.136598 0.244015 0.261453
10000 0.098828 0.138042 0.540034 0.557918
