5 0.343513 0.00753416 0.004001 0.002274
10 0.218957 0.0492599 0.004001 0.001479
20 0.254105 0.0222075 0 0.001681
50 0.165054 0.0587415 0 0.002514
100 0.132193 0.0931468 0.004001 0.003512
1000 0.104608 0.129447 0.024002 0.025356
5000 0.0980681 0.132698 0.112007 0.124452
10000 0.0982428 0.135788 0.248016 0.252718
5 0.239605 0.0393031 0 0.00141
10 0.230287 0.0288248 0 0.00163
20 0.207968 0.0318696 0.004 0.001903
50 0.178572 0.0495036 0.004 0.002451
100 0.128349 0.0630869 0.004 0.00354
1000 0.104154 0.133506 0.024002 0.023796
5000 0.0991484 0.135792 0.120008 0.122893
10000 0.0987354 0.139163 0.244016 0.252476
5 0.340492 0.00490304 0 0.001315
10 0.157985 0.0399174 0 0.001472
20 0.268748 0.0166253 0 0.001736
50 0.173855 0.0703815 0 0.002266
100 0.14999 0.0817405 0.004 0.003526
1000 0.10276 0.129034 0.020001 0.023725
5000 0.0985635 0.134825 0.124007 0.124796
10000 0.0979749 0.138439 0.244016 0.265765
5 0.292548 0.0315338 0.004 0.001362
10 0.2697 0.0274619 0 0.001933
20 0.209349 0.0277084 0.004 0.001977
50 0.157497 0.0639072 0 0.002743
100 0.136526 0.105739 0.004 0.003367
1000 0.104076 0.122945 0.020001 0.024261
5000 0.098904 0.138511 0.120008 0.123523
10000 0.0981327 0.137398 0.248015 0.254489
5 0.288148 0.0302762 0 0.001433
10 0.260882 0.0237833 0 0.001349
20 0.212984 0.144719 0 0.002201
50 0.168797 0.0407177 0.004 0.002274
100 0.158275 0.0904401 0.004001 0.003342
1000 0.105401 0.13104 0.024001 0.025639
5000 0.097784 0.135653 0.128008 0.128024
10000 0.0983013 0.137219 0.240015 0.254467
