5 0.259442 6.02776e-17 0 0.001585
10 0.601263 3.52753e-16 0.004 0.00141
20 0.336549 0.0138309 0 0.001595
50 0.214142 0.117581 0 0.001874
100 0.160843 0.168584 0.004 0.002111
1000 0.157045 0.197687 0.004 0.00524
5000 0.151668 0.194207 0.016001 0.019737
10000 0.151363 0.195785 0.032002 0.038342
5 0.278044 1.55809e-16 0 0.001331
10 0.464189 3.52121e-16 0.004 0.001417
20 0.560804 4.50496e-16 0.004 0.001582
50 0.289306 0.123523 0.004 0.001922
100 0.192296 0.199403 0 0.00213
1000 0.155376 0.194173 0.004 0.005034
5000 0.153156 0.195366 0.020001 0.019361
10000 0.152245 0.195434 0.028001 0.036736
5 0.341143 2.17533e-17 0 0.001328
10 1.06261 6.88638e-16 0.004 0.002096
20 0.901957 6.30359e-16 0 0.001531
50 0.509151 0.143262 0 0.001991
100 0.176167 0.160302 0 0.002115
1000 0.153731 0.192396 0.004001 0.005282
5000 0.153587 0.195457 0.016001 0.019825
10000 0.151439 0.192157 0.040003 0.037762
5 0.308369 1.97971e-16 0 0.001331
10 0.646594 6.97931e-16 0.004 0.002141
20 1.34083 0.0158122 0.004 0.001785
50 0.257021 0.160807 0.004 0.002034
100 0.177229 0.200674 0 0.002251
1000 0.158949 0.197284 0.008001 0.005533
5000 0.151423 0.196729 0.016001 0.019139
10000 0.151288 0.196036 0.032002 0.036509
5 0.215423 2.52012e-16 0 0.001387
10 0.244672 7.52996e-16 0.004 0.001556
20 1.46019 1.20495e-15 0.004001 0.001575
50 0.276869 0.105322 0 0.00199
100 0.197575 0.186794 0 0.002197
1000 0.153723 0.207324 0.004001 0.005086
5000 0.151903 0.195303 0.020001 0.019242
10000 0.152717 0.192499 0.028002 0.036253
