5 0.33918 1.45551e-17 0.004001 0.00226
10 0.330926 2.78271e-16 0 0.002894
20 0.318847 1.53213e-15 0.004 0.005125
50 0.289596 4.26654e-16 0.012001 0.018222
100 0.235302 1.07262e-15 0.060004 0.063308
1000 0.559642 0.0322578 18.3571 18.4351
5000 0.0716887 0.0821423 46.4429 46.6153
10000 0.0630297 0.0869105 70.4924 70.7239
5 0.336135 9.95919e-17 0 0.001878
10 0.32356 1.42278e-16 0.004 0.002812
20 0.31678 2.18933e-15 0 0.004529
50 0.248428 5.02305e-16 0.016001 0.017682
100 0.263377 1.35284e-15 0.060004 0.061058
1000 0.469767 0.0212937 18.8332 18.8619
5000 0.0714937 0.0784324 47.491 47.6552
10000 0.067053 0.0866886 72.4845 72.7793
5 0.32299 1.1249e-17 0.004 0.0025
10 0.314482 1.45523e-16 0 0.002574
20 0.325274 6.65526e-16 0.004 0.004993
50 0.240061 2.20629e-15 0.016001 0.017593
100 0.222368 9.21961e-16 0.056003 0.063197
1000 0.426358 0.0287838 17.9931 18.0233
5000 0.0696249 0.0865336 49.1311 49.2528
10000 0.0695807 0.0857484 71.8605 72.0826
5 0.327731 6.93889e-18 0.004 0.001843
10 0.330519 1.46476e-16 0.004 0.002421
20 0.317522 2.29358e-16 0.004001 0.005153
50 0.272892 7.51985e-16 0.020001 0.017499
100 0.230098 9.12335e-16 0.060004 0.061699
1000 0.387161 0.0298182 18.1451 18.1824
5000 0.0733657 0.0862288 47.411 47.536
10000 0.0651233 0.0890894 70.9404 71.2128
5 0.325289 1.07015e-16 0.004 0.001895
10 0.323585 5.2598e-16 0.004001 0.00311
20 0.331634 1.92661e-16 0.016001 0.016263
50 0.25377 4.54862e-16 0.016001 0.01979
100 0.257626 5.25338e-16 0.060003 0.061188
1000 0.518419 0.0250963 18.9772 19.0534
5000 0.066708 0.0835976 47.0509 47.1883
10000 0.0655611 0.0867723 71.3565 71.5911
