5 0.360216 0.0161049 0 0.00018
10 0.228798 0.147693 0 0.000189
20 0.272254 0.062737 0 0.000182
50 0.187863 0.17825 0 0.000266
100 0.180163 0.172049 0 0.000366
1000 0.159483 0.1926 0.004 0.002429
5000 0.15237 0.196898 0.008 0.009908
10000 0.15221 0.198 0.016001 0.020006
5 0.333133 0.0787399 0 0.000163
10 0.203611 0.0885716 0 0.00024
20 0.198519 0.191495 0 0.000185
50 0.172407 0.153055 0 0.0003
100 0.156015 0.158062 0 0.000355
1000 0.154212 0.19212 0.004 0.002099
5000 0.151808 0.190107 0.012001 0.010169
10000 0.151514 0.193375 0.012001 0.019734
5 0.343877 0.00917672 0 0.000392
10 0.265735 0.11556 0 0.000184
20 0.223137 0.0659743 0 0.000242
50 0.191365 0.143208 0 0.000256
100 0.170631 0.168525 0 0.000356
1000 0.157181 0.197535 0 0.002117
5000 0.153001 0.199806 0.012001 0.010843
10000 0.151117 0.193738 0.020001 0.019796
5 0.223807 0.0779034 0 0.000252
10 0.199096 0.0736338 0 0.000183
20 0.19569 0.0448027 0 0.000204
50 0.162135 0.103082 0 0.00042
100 0.176357 0.175224 0 0.000346
1000 0.152316 0.178033 0 0.001974
5000 0.152554 0.196988 0.008 0.009714
10000 0.151038 0.194858 0.016001 0.020817
5 0.34642 0.00584291 0 0.000161
10 0.243847 0.0587803 0 0.000159
20 0.24061 0.157201 0 0.000165
50 0.163936 0.185981 0 0.000253
100 0.189119 0.148672 0 0.000364
1000 0.154963 0.185394 0 0.002267
5000 0.152528 0.195827 0.008001 0.009714
10000 0.152021 0.196237 0.020001 0.020976
