-0.0473253 -0.0145429 0.114943
-0.0476804 -0.0131901 0.114897
-0.0464946 -0.0199614 0.112957
-0.0468507 -0.0186049 0.112911
-0.0472068 -0.0172485 0.112865
-0.0459518 -0.0156599 0.114065
-0.046307 -0.014307 0.114019
-0.0466622 -0.0129542 0.113973
-0.0486312 -0.0118227 0.11268
-0.0489873 -0.0104663 0.112634
-0.0509591 -0.00932405 0.111341
-0.0513162 -0.00796402 0.111295
-0.044937 -0.0281272 0.111061
-0.045294 -0.0267672 0.111014
-0.0440493 -0.0251507 0.112216
-0.0444053 -0.0237942 0.11217
-0.0447615 -0.0224378 0.112124
-0.0451176 -0.0210813 0.112078
-0.0454736 -0.0197249 0.112031
-0.0458298 -0.0183684 0.111985
-0.0461859 -0.017012 0.111939
-0.0449336 -0.015424 0.113142
-0.0452887 -0.0140711 0.113096
-0.0472541 -0.0129426 0.111801
-0.0476103 -0.0115862 0.111754
-0.0479664 -0.0102297 0.111708
-0.0499355 -0.00908691 0.110413
-0.0502926 -0.00772689 0.110366
-0.051457 -0.00647011 0.109695
-0.0518146 -0.00510829 0.109649
-0.0521721 -0.00374647 0.109603
-0.0517207 -0.00228678 0.110181
-0.0520777 -0.000926755 0.110135
-0.0524347 0.000433259 0.110089
-0.0600776 0.0136513 0.106497
-0.060437 0.0150203 0.10645
-0.04196 -0.0289835 0.111429
-0.0423161 -0.0276271 0.111382
-0.0442703 -0.0265301 0.110086
-0.0430283 -0.0249142 0.11129
-0.0433844 -0.0235577 0.111244
-0.0437405 -0.0222013 0.111198
-0.0440966 -0.0208448 0.111152
-0.0444527 -0.0194884 0.111106
-0.0448088 -0.0181319 0.111059
-0.0467696 -0.0170099 0.109762
-0.045521 -0.015419 0.110967
-0.0458771 -0.0140626 0.110921
-0.0478408 -0.0129298 0.109623
-0.0481978 -0.0115698 0.109577
-0.0485548 -0.0102098 0.109531
-0.0489119 -0.00884977 0.109484
-0.0500745 -0.00759446 0.108812
-0.050432 -0.00623265 0.108766
-0.0507895 -0.00487084 0.108719
-0.051147 -0.00350902 0.108673
-0.050697 -0.00204965 0.109253
-0.0510541 -0.000689618 0.109207
-0.0514112 0.000670403 0.10916
-0.0517682 0.00203042 0.109114
-0.0521252 0.00339045 0.109068
-0.0524822 0.00475048 0.109021
-0.0479773 0.00663158 0.112735
-0.0483316 0.00798088 0.112689
-0.0486857 0.00933018 0.112643
-0.04904 0.0106795 0.112597
-0.0485819 0.0121085 0.113178
-0.0489357 0.013456 0.113133
-0.0501027 0.0147274 0.11246
-0.0577794 0.0154077 0.10677
-0.0581379 0.016773 0.106724
-0.0584964 0.0181384 0.106677
-0.0588548 0.0195038 0.106631
-0.0592132 0.0208692 0.106584
-0.03828 -0.0325396 0.111893
-0.0386351 -0.0311867 0.111847
-0.040583 -0.0301034 0.110549
-0.040939 -0.028747 0.110503
-0.0412952 -0.0273905 0.110457
-0.0432467 -0.0262929 0.109158
-0.0436037 -0.0249329 0.109111
-0.0439608 -0.0235729 0.109065
-0.0427195 -0.0219648 0.110272
-0.0430756 -0.0206083 0.110226
-0.0450319 -0.0194928 0.108926
-0.0453889 -0.0181328 0.10888
-0.045746 -0.0167728 0.108834
-0.046103 -0.0154127 0.108787
-0.04646 -0.0140527 0.108741
-0.0468171 -0.0126927 0.108695
-0.047977 -0.0114424 0.108021
-0.0483345 -0.0100806 0.107975
-0.048692 -0.00871882 0.107929
-0.0490496 -0.00735701 0.107882
-0.0494071 -0.0059952 0.107836
-0.0497646 -0.00463339 0.10779
-0.0501221 -0.00327157 0.107743
-0.0496734 -0.00181251 0.108325
-0.0500304 -0.000452481 0.108278
