-0.002285 0.000000
0.097322 0.380000
0.197704 1.170000
0.297699 1.450000
0.397368 0.990000
0.497736 0.240000
0.597719 0.100000
0.697703 0.150000
0.797329 0.870000
0.898233 1.920000
0.997825 2.800000
1.098196 3.100000
1.197739 3.130000
1.298242 2.940000
1.398310 2.630000
1.498590 3.460000
1.598268 4.630000
1.698638 3.930000
1.798229 2.540000
1.898617 3.640000
1.998274 6.670000
2.098591 8.220000
2.198587 10.700000
2.299127 11.910000
2.399067 10.130000
2.499092 7.220000
2.599056 4.570000
2.699096 5.870000
2.799054 11.470000
2.899061 18.830000
2.999054 19.400000
3.099472 15.820000
3.199504 13.200000
3.299523 11.330000
3.399480 10.570000
3.499522 13.140000
3.599522 15.670000
3.699495 17.670000
3.799477 22.660000
3.899527 26.650000
3.999946 25.200000
4.099979 21.980000
4.199980 19.950000
4.299989 19.610000
4.399945 20.790000
4.499966 23.030000
4.599980 23.080000
4.699993 24.960000
4.799992 31.950000
4.899960 37.210000
4.999979 37.580000
5.100005 33.560000
5.200364 30.290000
5.300439 29.430000
5.400415 30.480000
5.500418 33.790000
5.600417 38.700000
5.700397 41.920000
5.800376 42.190000
5.900434 41.740000
6.000918 41.070000
6.100862 40.420000
6.200878 40.010000
6.300830 40.320000
6.400883 41.060000
6.500856 42.090000
6.600849 43.850000
6.700904 45.300000
6.800843 45.710000
6.901292 45.670000
7.001335 43.970000
7.101289 39.250000
7.201279 37.000000
7.301334 37.560000
7.401275 41.560000
7.501310 44.180000
7.601596 45.150000
7.701718 45.060000
7.801677 42.510000
7.901717 36.190000
8.001757 32.140000
8.101759 29.610000
8.201804 28.690000
8.301797 27.680000
8.401779 26.210000
8.502107 24.470000
8.601750 21.330000
8.702148 17.530000
8.802267 13.200000
8.902140 14.440000
9.002200 18.460000
9.102155 17.480000
9.202124 14.850000
9.302177 8.470000
9.402171 4.190000
9.502552 4.150000
9.602132 5.740000
9.702640 9.770000
9.802591 10.460000
9.902643 4.240000
10.002148 0.210000
10.102171 0.010000
10.202174 0.040000
10.302645 0.250000
10.402654 0.490000
10.502646 0.440000
10.602655 0.160000
10.702179 0.000000
