0.218549 -0.0347197 0.713158 0.00770228 -0.000726204 -0.0032622
0.512204 0.0489105 0.572796 0.14869 -0.0387156 -0.0822841
0.31497 -0.119929 0.675196 0.00301702 0.00283198 0.00518909
0.224701 0.0145766 0.707916 0.0115837 -0.00143417 -0.00820972
0.720022 0.0529176 0.029957 -2.18983e-05 0.00627511 7.59121e-05
0.281646 -0.100568 0.718665 0.0435874 0.0520237 -0.0440546
0.164228 0.0710697 0.757025 0.00823316 -0.00297428 -0.0015182
0.720043 0.170043 0.0299411 -2.82399e-05 -2.93663e-05 9.28665e-05
0.153986 -0.120018 0.766281 -0.000805244 -3.7206e-06 0.000673906
0.376352 0.119407 0.638554 0.0293903 -0.00260653 -0.0162425
0.54723 -0.0395693 0.0297184 -0.0611096 -0.0282627 -0.0790662
0.262209 0.0273005 0.67743 0.0102875 0.0074426 -0.00641265
0.455325 0.11869 0.583577 0.00323249 -0.00881064 -0.054841
0.629818 -0.173535 0.0299441 0.0114789 -0.118765 0.000172679
0.201124 0.0543941 0.727547 0.0028207 -0.00277863 0.00107284
0.668949 -0.0559398 0.135587 0.150747 -0.0108855 -0.657256
0.229327 -0.086595 0.735297 0.00880479 -0.00662881 -0.00888058
0.172072 0.120021 0.75099 0.00857978 -4.30665e-06 -0.00464201
0.421095 -0.118731 0.612149 0.0415428 -0.0189584 0.00222136
0.0863258 -0.0519944 0.822033 -2.13207e-07 0.00102411 5.09155e-08
0.419375 0.0896354 0.602373 0.0104412 -0.0124654 -0.0446128
0.568155 -0.0639468 0.460143 0.1448 0.0174833 -0.325233
0.284029 0.069864 0.659 0.0179973 -0.00518365 -0.0138796
0.416322 0.0293233 0.605429 0.123693 0.00568961 -0.05869
0.186415 -0.0616811 0.740353 0.0144213 0.00189919 0.00762166
0.475574 0.0147156 0.566479 0.0884689 0.0139428 -0.128234
0.579923 0.0510224 0.0451611 -0.0733787 0.0218729 0.0147784
0.544176 0.000443008 0.580087 0.196016 0.0268352 -0.179401
0.387005 0.0448859 0.644871 0.173244 0.00540327 -0.156018
0.671005 -0.131851 0.0304459 0.021608 -0.170047 0.017023
0.57514 -0.0979088 0.373231 0.120206 -0.0210674 -0.432012
0.56537 0.0252676 0.166449 0.0502617 -0.0595052 -0.627969
0.454704 -0.118012 0.57607 0.0484602 -0.00133132 0.00272681
0.23839 0.0667198 0.69674 0.00144 0.00013663 -0.00108632
0.322279 0.12008 0.6275 0.00535709 -0.000374776 -0.00374527
0.360325 0.07327 0.60457 0.0184385 -0.000150678 -0.0146566
0.25002 0.115312 0.695951 -0.00229284 0.0011625 -0.0106204
0.465225 0.044804 0.605088 0.0685384 0.00382752 -0.124617
0.1862 -0.00770857 0.740249 0.0155229 0.0118718 0.00269927
0.479974 0.0986786 0.0299574 2.72745e-05 0.0128786 3.69193e-06
0.503174 -0.0315603 0.548254 0.126421 -0.026438 -0.155415
0.602113 -0.0741554 0.310213 0.12789 -0.0576343 -0.506822
0.641834 0.0846065 0.0917032 -0.107055 0.159419 -0.0892041
0.720954 -0.0480854 0.0263914 -0.0058422 -1.64774e-05 0.0223423
0.208582 0.103456 0.721278 -0.000269352 0.00395894 -0.00582935
0.663215 0.0705303 0.0299726 -0.0032409 -0.00233381 8.91377e-05
0.635416 -0.0205754 0.220356 0.132835 -0.0257465 -0.587028
0.621982 -0.0175988 0.316901 0.134412 -0.0323959 -0.535461
0.39094 -0.00625628 0.630447 0.0889692 -0.0365121 -0.128242
0.469722 -0.0300187 0.590319 0.0794192 -0.0077714 -0.150048
0.283745 0.119792 0.65932 0.0020994 -0.00461327 -0.00742411
0.574262 -0.0808419 0.0299637 0.00198871 -0.00320786 5.27081e-05
0.684452 0.0375053 0.0604491 -0.000451169 -0.000673833 0.0029831
0.584598 0.0133957 0.300441 0.107992 -0.0461699 -0.512345
0.565621 -0.105828 0.0498896 0.0576353 -0.0284307 -0.681498
0.568725 0.0077806 0.0297166 -0.034526 -0.00432985 0.00163361
0.435811 -0.0680512 0.588433 0.0567657 0.0252948 -0.0273664
0.192417 -0.120025 0.734615 0.000815425 -6.04505e-06 -0.000663749
0.259483 0.120002 0.744631 0.0249648 -0.000155603 -0.0138992
0.70599 -0.170021 0.0299586 0.0219858 -6.06038e-06 -1.77116e-05
0.259771 -0.023286 0.677721 0.0296697 -0.00522687 -0.0155897
0.409769 0.115634 0.561079 0.0271451 -0.0148031 -0.00296958
0.584755 -0.0770228 0.202947 0.0823443 0.0145897 -0.588468
0.298336 0.0112122 0.646953 0.0114097 0.00938149 -0.00684573
0.452609 0.0737748 0.561719 0.0362695 -0.0350168 -0.0121472
0.357384 -0.105053 0.6005 0.0297759 0.0110863 -0.0155775
0.399809 0.0667593 0.563222 0.0403186 -0.0199962 -0.0299373
0.647558 0.152937 0.0299797 0.0494907 0.129565 6.59408e-05
0.252656 -0.120019 0.684784 -0.00557825 -7.0424e-06 0.00579953
0.368893 0.120022 0.589196 0.0183951 -1.20764e-05 -0.0151574
0.695327 0.108573 0.0299447 -0.000990911 0.0056408 0.000289517
0.335133 -0.0154353 0.622035 0.01191 -0.00576508 -0.0190688
0.498019 0.0524688 0.0297146 -0.0846928 -0.0523342 0.0016436
0.421412 -0.0870594 0.545722 0.0238215 0.00901133 -0.0182254
0.431553 0.0304018 0.549001 0.0327277 -0.0294972 -0.0296979
0.687935 -0.00139684 0.0298077 0.00891337 -0.00130111 0.00110255
0.508514 -0.0448556 0.500271 0.0894545 -0.0108094 -0.170882
0.39317 0.00590616 0.569185 0.0171153 0.00273603 -0.0138919
0.558717 -0.131863 0.0299774 -0.00611772 -0.00249527 -4.84281e-05
0.299014 -0.0397537 0.646022 0.0062269 0.00575428 -0.000243082
0.482994 0.0488732 0.531329 0.0583774 -0.00307002 -0.0288459
0.669259 -0.0479388 0.0296736 0.0217824 -0.0102939 0.00191921
0.356936 0.0236139 0.599844 0.0132577 -0.000362024 -0.00952249
0.317011 -0.00780833 0.688367 0.0629125 -0.000357595 -0.0256425
0.369475 -0.0325017 0.589592 0.0179284 0.0187766 -0.0274193
0.394418 -0.120049 0.570682 0.0383309 0.00064927 -0.00178154
0.449856 0.113205 0.531299 0.0312821 -0.0222153 0.00302959
0.320842 -0.119956 0.628792 0.0166272 -0.000576372 -0.0135457
0.558049 0.0570995 0.107128 0.0552265 -0.0238693 -0.638534
0.629277 -0.00476415 0.028848 -0.00450388 0.00374346 0.00707263
0.246356 -0.0692844 0.691641 0.0146524 -0.000543504 -0.00458911
0.606859 0.0893903 0.0286098 -0.0592947 0.0120129 0.00859419
0.440314 -0.0146377 0.530294 -0.000148723 -0.0359411 0.000554877
0.332577 -0.0649784 0.619146 0.00356936 0.00320856 -0.00293473
0.62947 0.0399168 0.0506725 -0.0472326 0.0274806 -0.0294073
0.522668 0.0031537 0.438053 0.0638287 -0.00345615 -0.292407
0.321409 0.0526086 0.628132 0.0196726 -0.00324208 -0.0148474
0.406923 -0.0407302 0.557512 0.0251063 0.0149644 -0.0183446
0.282219 -0.0852461 0.660469 0.0169283 0.00239573 -0.0128571
0.470467 -0.0985633 0.533291 0.0311705 0.022148 0.0030059
