1583837394711965084 48.53 0.11056056843
1583837394811959981 48.97 0.110472429495
1583837394911887884 49.54 0.110442242082
1583837395011879920 50.63 0.110329651506
1583837395111908912 51.78 0.110243941299
1583837395212362051 51.16 0.110143818717
1583837395312361001 50.94 0.110051281291
1583837395412606000 51.01 0.109994652117
1583837395512372970 51.47 0.109920128136
1583837395612476110 51.77 0.109836549037
1583837395712485074 51.71 0.109772649882
1583837395812522888 52.04 0.109694109256
1583837395912461042 52.24 0.10959575883
1583837396012502908 52.49 0.109569211906
1583837396112376928 52.82 0.109473665962
1583837396212443113 53.15 0.109387982596
1583837396312519073 53.0 0.109340951707
1583837396412872076 53.63 0.109242369914
1583837396512794971 54.09 0.109196276595
1583837396612833976 54.13 0.109097294542
1583837396712908983 54.48 0.109021796247
1583837396812900066 54.59 0.1089511915
1583837396912805080 55.6 0.108849586885
1583837397012911081 56.09 0.108819190493
1583837397112854957 56.26 0.108708280772
1583837397213284969 56.01 0.108630016131
1583837397313329935 55.99 0.108583234729
1583837397413285970 57.06 0.108477739751
1583837397512909889 57.42 0.10840193474
1583837397613308906 58.02 0.108312981007
1583837397713346004 59.04 0.108258074134
1583837397813437938 59.53 0.108159925241
1583837397913460969 60.6 0.108105655291
1583837398013382911 61.12 0.108015316263
1583837398113296985 62.27 0.107925308536
1583837398213326930 62.44 0.10786421684
1583837398313380002 64.26 0.107785852744
1583837398413712978 64.33 0.107723882521
1583837398513928890 64.16 0.107638662432
1583837398613770008 64.48 0.107558218253
1583837398713824033 64.73 0.107475459212
1583837398813772916 65.27 0.10739359113
1583837398913861989 65.43 0.107358921311
1583837399013730049 66.32 0.107252774207
1583837399113774061 66.9 0.107171759384
1583837399213782072 66.93 0.107101530026
1583837399313833951 68.86 0.107017414053
1583837399414238929 68.62 0.106934533916
1583837399514219999 68.51 0.106856449077
1583837399614218950 69.81 0.106788295735
1583837399714297056 70.31 0.106726605364
1583837399814313888 70.6 0.10663926415
1583837399914272069 71.36 0.106580656561
1583837400014708042 72.36 0.10646064145
1583837400114660024 72.45 0.106408429942
1583837400214696884 73.51 0.106335228542
1583837400314626932 75.38 0.106235826044
1583837400414621114 75.23 0.106152958815
1583837400514668941 76.28 0.106075009594
1583837400614667892 77.31 0.106025612834
1583837400714701890 78.53 0.105956657701
1583837400814640045 80.26 0.105862584495
1583837400914689064 80.13 0.105774970341
1583837401014656066 80.33 0.105680288867
1583837401115134954 82.22 0.105648049591
1583837401214657068 83.56 0.105593067511
1583837401315074920 83.99 0.105478033503
1583837401415096044 83.24 0.105408739947
1583837401515063047 84.53 0.105316704421
1583837401615119934 86.31 0.105246708212
1583837401715132951 87.68 0.105188827774
1583837401815109014 89.1 0.105102179801
1583837401915107011 89.27 0.105015760753
1583837402015099048 91.0 0.104930680449
1583837402115602970 93.8 0.104874394885
1583837402215476036 96.14 0.104789701866
1583837402315541982 95.57 0.104710375299
1583837402415709972 96.06 0.104634252935
1583837402515947103 100.43 0.10453003454
1583837402615638971 106.59 0.104485928137
1583837402715569972 111.7 0.104407539905
1583837402815958976 111.28 0.104354702457
1583837402915915966 109.28 0.104254615582
1583837403016067981 118.23 0.104190225191
1583837403115998029 135.48 0.104081565638
1583837403215967893 145.09 0.104026487549
1583837403315958976 147.9 0.103952792576
1583837403415946006 147.2 0.103875611181
1583837403515974044 151.38 0.103823735949
1583837403615979909 166.93 0.103771703542
1583837403716020107 178.82 0.103764789089
