5 1.49821 0.164164 0 0.000166
10 0.93862 0.140564 0 0.000167
20 0.644739 0.116618 0 0.000171
50 0.484846 0.0850084 0 0.0002
100 0.375338 0.0730834 0 0.000374
1000 0.253891 0.0689591 0.004 0.001944
5000 0.24824 0.0715376 0.004 0.009025
10000 0.248202 0.0703347 0.020002 0.024988
5 1.39941 0.147265 0 0.000162
10 1.2004 0.100931 0 0.000155
20 0.829133 0.115548 0 0.000157
50 0.522011 0.0845903 0 0.000633
100 0.366031 0.0752384 0 0.000346
1000 0.254947 0.0704162 0 0.002043
5000 0.251574 0.0690213 0.012001 0.010045
10000 0.249338 0.0710356 0.020002 0.019767
5 1.26611 0.159734 0 0.000233
10 1.26927 0.141833 0 0.000147
20 0.78976 0.094995 0 0.000201
50 0.551597 0.0863915 0 0.000254
100 0.329513 0.0707192 0 0.00035
1000 0.254107 0.0704891 0.004 0.00229
5000 0.251403 0.0698933 0.012001 0.012695
