5 1.86565 0.142903 0 0.00162
10 1.64892 0.132954 0 0.001274
20 1.33361 0.115726 0.004 0.001587
50 1.00276 0.0871435 0.004 0.002211
100 0.881767 0.0671234 0.004001 0.003331
1000 0.680617 0.0614338 0.016001 0.023725
5000 0.672948 0.0648867 0.120007 0.121315
10000 0.672351 0.0653762 0.240015 0.249615
5 1.84038 0.142882 0 0.001306
10 1.62791 0.130589 0 0.001521
20 1.3724 0.107898 0 0.001721
50 1.08484 0.0788752 0 0.002362
100 0.833106 0.0665883 0.004001 0.003428
1000 0.685236 0.0625224 0.024001 0.024001
5000 0.675341 0.0642898 0.124008 0.130492
10000 0.672859 0.0649594 0.240015 0.253196
5 1.83436 0.145046 0 0.00124
10 1.59377 0.145058 0 0.001476
20 1.29776 0.113175 0.004 0.001665
50 1.02197 0.08324 0 0.002259
100 0.862793 0.0662413 0.004001 0.003391
1000 0.687573 0.0621901 0.024001 0.024165
5000 0.672106 0.0648138 0.120007 0.12408
