 -1.15 0.9  1.49485
 -1.15 0.95  1.59486
 -1.15 1  1.65759
 -1.15 1.05  1.67743
 -1.15 1.1  1.65262
 -1.15 1.15  1.58536
 -1.15 1.2  1.48168
 -1.15 1.25  1.35082

 -1.1 -1.3  1.31698
 -1.1 -1.25  1.46332
 -1.1 -1.2  1.59418
 -1.1 -1.15  1.69786
 -1.1 -1.1  1.76512
 -1.1 -1.05  1.78993
 -1.1 -1  1.77009
 -1.1 -0.95  1.70736
 -1.1 -0.9  1.60735
 -1.1 -0.85  1.47899
 -1.1 -0.8  1.33375
 -1.1 -0.75  1.1846
 -1.1 -0.7  1.04487
 -1.1 -0.65  0.927034
 -1.1 -0.6  0.841621
 -1.1 -0.55  0.79626
 -1.1 -0.5  0.795004
 -1.1 -0.45  0.837964
 -1.1 -0.4  0.921303
 -1.1 -0.35  1.03758
 -1.1 -0.3  1.1764
 -1.1 -0.25  1.32537
 -1.1 -0.2  1.47118
 -1.1 -0.15  1.6008
 -1.1 -0.1  1.70267
 -1.1 -0.05  1.76767
 -1.1 5.41234e-16  1.79
 -1.1 0.05  1.76767
 -1.1 0.1  1.70267
 -1.1 0.15  1.6008
 -1.1 0.2  1.47118
 -1.1 0.25  1.32537
 -1.1 0.3  1.1764
 -1.1 0.35  1.03758
 -1.1 0.4  0.921303
 -1.1 0.45  0.837964
 -1.1 0.5  0.795004
 -1.1 0.55  0.79626
 -1.1 0.6  0.841621
 -1.1 0.65  0.927034
 -1.1 0.7  1.04487
 -1.1 0.75  1.1846
 -1.1 0.8  1.33375
 -1.1 0.85  1.47899
 -1.1 0.9  1.60735
 -1.1 0.95  1.70736
 -1.1 1  1.77009
 -1.1 1.05  1.78993
 -1.1 1.1  1.76512
 -1.1 1.15  1.69786
 -1.1 1.2  1.59418
 -1.1 1.25  1.46332

 -1.05 -1.3  1.42448
 -1.05 -1.25  1.57082
 -1.05 -1.2  1.70168
 -1.05 -1.15  1.80536
 -1.05 -1.1  1.87262
 -1.05 -1.05  1.89743
 -1.05 -1  1.87759
 -1.05 -0.95  1.81486
 -1.05 -0.9  1.71485
 -1.05 -0.85  1.58649
 -1.05 -0.8  1.44125
 -1.05 -0.75  1.2921
 -1.05 -0.7  1.15237
 -1.05 -0.65  1.03453
 -1.05 -0.6  0.949121
 -1.05 -0.55  0.90376
 -1.05 -0.5  0.902504
 -1.05 -0.45  0.945464
 -1.05 -0.4  1.0288
 -1.05 -0.35  1.14508
 -1.05 -0.3  1.2839
 -1.05 -0.25  1.43287
 -1.05 -0.2  1.57868
 -1.05 -0.15  1.7083
 -1.05 -0.1  1.81017
 -1.05 -0.05  1.87517
 -1.05 5.41234e-16  1.8975
 -1.05 0.05  1.87517
 -1.05 0.1  1.81017
 -1.05 0.15  1.7083
 -1.05 0.2  1.57868
 -1.05 0.25  1.43287
 -1.05 0.3  1.2839
 -1.05 0.35  1.14508
 -1.05 0.4  1.0288
 -1.05 0.45  0.945464
 -1.05 0.5  0.902504
 -1.05 0.55  0.90376
 -1.05 0.6  0.949121
 -1.05 0.65  1.03453
 -1.05 0.7  1.15237
 -1.05 0.75  1.2921
 -1.05 0.8  1.44125
 -1.05 0.85  1.58649
 -1.05 0.9  1.71485
 -1.05 0.95  1.81486
 -1.05 1  1.87759
 -1.05 1.05  1.89743
 -1.05 1.1  1.87262
 -1.05 1.15  1.80536
 -1.05 1.2  1.70168
 -1.05 1.25  1.57082

 -1 -1.3  1.52698
 -1 -1.25  1.67332
 -1 -1.2  1.80418
 -1 -1.15  1.90786
 -1 -1.1  1.97512
 -1 -1.05  1.99993
 -1 -1  1.98009
 -1 -0.95  1.91736
 -1 -0.9  1.81735
 -1 -0.85  1.68899
 -1 -0.8  1.54375
 -1 -0.75  1.3946
 -1 -0.7  1.25487
 -1 -0.65  1.13703
 -1 -0.6  1.05162
 -1 -0.55  1.00626
 -1 -0.5  1.005
 -1 -0.45  1.04796
 -1 -0.4  1.1313
 -1 -0.35  1.24758
 -1 -0.3  1.3864
 -1 -0.25  1.53537
 -1 -0.2  1.68118
 -1 -0.15  1.8108
 -1 -0.1  1.91267
 -1 -0.05  1.97767
 -1 5.41234e-16  2
 -1 0.05  1.97767
 -1 0.1  1.91267
 -1 0.15  1.8108
 -1 0.2  1.68118
 -1 0.25  1.53537
 -1 0.3  1.3864
 -1 0.35  1.24758
 -1 0.4  1.1313
 -1 0.45  1.04796
 -1 0.5  1.005
 -1 0.55  1.00626
 -1 0.6  1.05162
 -1 0.65  1.13703
 -1 0.7  1.25487
 -1 0.75  1.3946
 -1 0.8  1.54375
 -1 0.85  1.68899
 -1 0.9  1.81735
 -1 0.95  1.91736
 -1 1  1.98009
 -1 1.05  1.99993
 -1 1.1  1.97512
 -1 1.15  1.90786
 -1 1.2  1.80418
 -1 1.25  1.67332

 -0.95 -1.3  1.62448
 -0.95 -1.25  1.77082
 -0.95 -1.2  1.90168
 -0.95 -1.15  2.00536
 -0.95 -1.1  2.07262
 -0.95 -1.05  2.09743
 -0.95 -1  2.07759
 -0.95 -0.95  2.01486
 -0.95 -0.9  1.91485
 -0.95 -0.85  1.78649
 -0.95 -0.8  1.64125
 -0.95 -0.75  1.4921
 -0.95 -0.7  1.35237
 -0.95 -0.65  1.23453
 -0.95 -0.6  1.14912
 -0.95 -0.55  1.10376
 -0.95 -0.5  1.1025
 -0.95 -0.45  1.14546
 -0.95 -0.4  1.2288
 -0.95 -0.35  1.34508
 -0.95 -0.3  1.4839
 -0.95 -0.25  1.63287
 -0.95 -0.2  1.77868
 -0.95 -0.15  1.9083
 -0.95 -0.1  2.01017
 -0.95 -0.05  2.07517
 -0.95 5.41234e-16  2.0975
 -0.95 0.05  2.07517
 -0.95 0.1  2.01017
 -0.95 0.15  1.9083
 -0.95 0.2  1.77868
 -0.95 0.25  1.63287
 -0.95 0.3  1.4839
 -0.95 0.35  1.34508
 -0.95 0.4  1.2288
 -0.95 0.45  1.14546
 -0.95 0.5  1.1025
 -0.95 0.55  1.10376
 -0.95 0.6  1.14912
 -0.95 0.65  1.23453
 -0.95 0.7  1.35237
 -0.95 0.75  1.4921
 -0.95 0.8  1.64125
 -0.95 0.85  1.78649
 -0.95 0.9  1.91485
 -0.95 0.95  2.01486
 -0.95 1  2.07759
 -0.95 1.05  2.09743
 -0.95 1.1  2.07262
 -0.95 1.15  2.00536
 -0.95 1.2  1.90168
 -0.95 1.25  1.77082

 -0.9 -1.3  1.71698
 -0.9 -1.25  1.86332
 -0.9 -1.2  1.99418
 -0.9 -1.15  2.09786
 -0.9 -1.1  2.16512
 -0.9 -1.05  2.18993
 -0.9 -1  2.17009
 -0.9 -0.95  2.10736
 -0.9 -0.9  2.00735
 -0.9 -0.85  1.87899
 -0.9 -0.8  1.73375
 -0.9 -0.75  1.5846
 -0.9 -0.7  1.44487
 -0.9 -0.65  1.32703
 -0.9 -0.6  1.24162
 -0.9 -0.55  1.19626
 -0.9 -0.5  1.195
 -0.9 -0.45  1.23796
 -0.9 -0.4  1.3213
 -0.9 -0.35  1.43758
 -0.9 -0.3  1.5764
 -0.9 -0.25  1.72537
 -0.9 -0.2  1.87118
 -0.9 -0.15  2.0008
 -0.9 -0.1  2.10267
 -0.9 -0.05  2.16767
 -0.9 5.41234e-16  2.19
 -0.9 0.05  2.16767
 -0.9 0.1  2.10267
 -0.9 0.15  2.0008
 -0.9 0.2  1.87118
 -0.9 0.25  1.72537
 -0.9 0.3  1.5764
 -0.9 0.35  1.43758
 -0.9 0.4  1.3213
 -0.9 0.45  1.23796
 -0.9 0.5  1.195
 -0.9 0.55  1.19626
 -0.9 0.6  1.24162
 -0.9 0.65  1.32703
 -0.9 0.7  1.44487
 -0.9 0.75  1.5846
 -0.9 0.8  1.73375
 -0.9 0.85  1.87899
 -0.9 0.9  2.00735
 -0.9 0.95  2.10736
 -0.9 1  2.17009
 -0.9 1.05  2.18993
 -0.9 1.1  2.16512
 -0.9 1.15  2.09786
 -0.9 1.2  1.99418
 -0.9 1.25  1.86332

 -0.85 -1.3  1.80448
 -0.85 -1.25  1.95082
 -0.85 -1.2  2.08168
 -0.85 -1.15  2.18536
 -0.85 -1.1  2.25262
 -0.85 -1.05  2.27743
 -0.85 -1  2.25759
 -0.85 -0.95  2.19486
 -0.85 -0.9  2.09485
 -0.85 -0.85  1.96649
 -0.85 -0.8  1.82125
 -0.85 -0.75  1.6721
 -0.85 -0.7  1.53237
 -0.85 -0.65  1.41453
 -0.85 -0.6  1.32912
 -0.85 -0.55  1.28376
 -0.85 -0.5  1.2825
 -0.85 -0.45  1.32546
 -0.85 -0.4  1.4088
 -0.85 -0.35  1.52508
 -0.85 -0.3  1.6639
 -0.85 -0.25  1.81287
 -0.85 -0.2  1.95868
 -0.85 -0.15  2.0883
 -0.85 -0.1  2.19017
 -0.85 -0.05  2.25517
 -0.85 5.41234e-16  2.2775
 -0.85 0.05  2.25517
 -0.85 0.1  2.19017
 -0.85 0.15  2.0883
 -0.85 0.2  1.95868
 -0.85 0.25  1.81287
 -0.85 0.3  1.6639
 -0.85 0.35  1.52508
 -0.85 0.4  1.4088
 -0.85 0.45  1.32546
 -0.85 0.5  1.2825
 -0.85 0.55  1.28376
 -0.85 0.6  1.32912
 -0.85 0.65  1.41453
 -0.85 0.7  1.53237
 -0.85 0.75  1.6721
 -0.85 0.8  1.82125
 -0.85 0.85  1.96649
 -0.85 0.9  2.09485
 -0.85 0.95  2.19486
 -0.85 1  2.25759
 -0.85 1.05  2.27743
 -0.85 1.1  2.25262
 -0.85 1.15  2.18536
 -0.85 1.2  2.08168
 -0.85 1.25  1.95082

 -0.8 -1.3  1.88698
 -0.8 -1.25  2.03332
 -0.8 -1.2  2.16418
 -0.8 -1.15  2.26786
 -0.8 -1.1  2.33512
 -0.8 -1.05  2.35993
 -0.8 -1  2.34009
 -0.8 -0.95  2.27736
 -0.8 -0.9  2.17735
 -0.8 -0.85  2.04899
 -0.8 -0.8  1.90375
 -0.8 -0.75  1.7546
 -0.8 -0.7  1.61487
 -0.8 -0.65  1.49703
 -0.8 -0.6  1.41162
 -0.8 -0.55  1.36626
 -0.8 -0.5  1.365
 -0.8 -0.45  1.40796
 -0.8 -0.4  1.4913
 -0.8 -0.35  1.60758
 -0.8 -0.3  1.7464
 -0.8 -0.25  1.89537
 -0.8 -0.2  2.04118
 -0.8 -0.15  2.1708
 -0.8 -0.1  2.27267
 -0.8 -0.05  2.33767
 -0.8 5.41234e-16  2.36
 -0.8 0.05  2.33767
 -0.8 0.1  2.27267
 -0.8 0.15  2.1708
 -0.8 0.2  2.04118
 -0.8 0.25  1.89537
 -0.8 0.3  1.7464
 -0.8 0.35  1.60758
 -0.8 0.4  1.4913
 -0.8 0.45  1.40796
 -0.8 0.5  1.365
 -0.8 0.55  1.36626
 -0.8 0.6  1.41162
 -0.8 0.65  1.49703
 -0.8 0.7  1.61487
 -0.8 0.75  1.7546
 -0.8 0.8  1.90375
 -0.8 0.85  2.04899
 -0.8 0.9  2.17735
 -0.8 0.95  2.27736
 -0.8 1  2.34009
 -0.8 1.05  2.35993
 -0.8 1.1  2.33512
 -0.8 1.15  2.26786
 -0.8 1.2  2.16418
 -0.8 1.25  2.03332

 -0.75 -1.3  1.96448
 -0.75 -1.25  2.11082
 -0.75 -1.2  2.24168
 -0.75 -1.15  2.34536
 -0.75 -1.1  2.41262
 -0.75 -1.05  2.43743
 -0.75 -1  2.41759
 -0.75 -0.95  2.35486
 -0.75 -0.9  2.25485
 -0.75 -0.85  2.12649
 -0.75 -0.8  1.98125
 -0.75 -0.75  1.8321
 -0.75 -0.7  1.69237
 -0.75 -0.65  1.57453
 -0.75 -0.6  1.48912
 -0.75 -0.55  1.44376
 -0.75 -0.5  1.4425
 -0.75 -0.45  1.48546
 -0.75 -0.4  1.5688
 -0.75 -0.35  1.68508
 -0.75 -0.3  1.8239
 -0.75 -0.25  1.97287
 -0.75 -0.2  2.11868
 -0.75 -0.15  2.2483
 -0.75 -0.1  2.35017
 -0.75 -0.05  2.41517
 -0.75 5.41234e-16  2.4375
 -0.75 0.05  2.41517
 -0.75 0.1  2.35017
 -0.75 0.15  2.2483
 -0.75 0.2  2.11868
 -0.75 0.25  1.97287
 -0.75 0.3  1.8239
 -0.75 0.35  1.68508
 -0.75 0.4  1.5688
 -0.75 0.45  1.48546
 -0.75 0.5  1.4425
 -0.75 0.55  1.44376
 -0.75 0.6  1.48912
 -0.75 0.65  1.57453
 -0.75 0.7  1.69237
 -0.75 0.75  1.8321
 -0.75 0.8  1.98125
 -0.75 0.85  2.12649
 -0.75 0.9  2.25485
 -0.75 0.95  2.35486
 -0.75 1  2.41759
 -0.75 1.05  2.43743
 -0.75 1.1  2.41262
 -0.75 1.15  2.34536
 -0.75 1.2  2.24168
 -0.75 1.25  2.11082

 -0.7 -1.3  2.03698
 -0.7 -1.25  2.18332
 -0.7 -1.2  2.31418
 -0.7 -1.15  2.41786
 -0.7 -1.1  2.48512
 -0.7 -1.05  2.50993
 -0.7 -1  2.49009
 -0.7 -0.95  2.42736
 -0.7 -0.9  2.32735
 -0.7 -0.85  2.19899
 -0.7 -0.8  2.05375
 -0.7 -0.75  1.9046
 -0.7 -0.7  1.76487
 -0.7 -0.65  1.64703
 -0.7 -0.6  1.56162
 -0.7 -0.55  1.51626
 -0.7 -0.5  1.515
 -0.7 -0.45  1.55796
 -0.7 -0.4  1.6413
 -0.7 -0.35  1.75758
 -0.7 -0.3  1.8964
 -0.7 -0.25  2.04537
 -0.7 -0.2  2.19118
 -0.7 -0.15  2.3208
 -0.7 -0.1  2.42267
 -0.7 -0.05  2.48767
 -0.7 5.41234e-16  2.51
 -0.7 0.05  2.48767
 -0.7 0.1  2.42267
 -0.7 0.15  2.3208
 -0.7 0.2  2.19118
 -0.7 0.25  2.04537
 -0.7 0.3  1.8964
 -0.7 0.35  1.75758
 -0.7 0.4  1.6413
 -0.7 0.45  1.55796
 -0.7 0.5  1.515
 -0.7 0.55  1.51626
 -0.7 0.6  1.56162
 -0.7 0.65  1.64703
 -0.7 0.7  1.76487
 -0.7 0.75  1.9046
 -0.7 0.8  2.05375
 -0.7 0.85  2.19899
 -0.7 0.9  2.32735
 -0.7 0.95  2.42736
 -0.7 1  2.49009
 -0.7 1.05  2.50993
 -0.7 1.1  2.48512
 -0.7 1.15  2.41786
 -0.7 1.2  2.31418
 -0.7 1.25  2.18332

 -0.65 -1.3  2.10448
 -0.65 -1.25  2.25082
 -0.65 -1.2  2.38168
 -0.65 -1.15  2.48536
 -0.65 -1.1  2.55262
 -0.65 -1.05  2.57743
 -0.65 -1  2.55759
 -0.65 -0.95  2.49486
 -0.65 -0.9  2.39485
 -0.65 -0.85  2.26649
 -0.65 -0.8  2.12125
 -0.65 -0.75  1.9721
 -0.65 -0.7  1.83237
 -0.65 -0.65  1.71453
 -0.65 -0.6  1.62912
 -0.65 -0.55  1.58376
 -0.65 -0.5  1.5825
 -0.65 -0.45  1.62546
 -0.65 -0.4  1.7088
 -0.65 -0.35  1.82508
 -0.65 -0.3  1.9639
 -0.65 -0.25  2.11287
 -0.65 -0.2  2.25868
 -0.65 -0.15  2.3883
 -0.65 -0.1  2.49017
 -0.65 -0.05  2.55517
 -0.65 5.41234e-16  2.5775
 -0.65 0.05  2.55517
 -0.65 0.1  2.49017
 -0.65 0.15  2.3883
 -0.65 0.2  2.25868
 -0.65 0.25  2.11287
 -0.65 0.3  1.9639
 -0.65 0.35  1.82508
 -0.65 0.4  1.7088
 -0.65 0.45  1.62546
 -0.65 0.5  1.5825
 -0.65 0.55  1.58376
 -0.65 0.6  1.62912
 -0.65 0.65  1.71453
 -0.65 0.7  1.83237
 -0.65 0.75  1.9721
 -0.65 0.8  2.12125
 -0.65 0.85  2.26649
 -0.65 0.9  2.39485
 -0.65 0.95  2.49486
 -0.65 1  2.55759
 -0.65 1.05  2.57743
 -0.65 1.1  2.55262
 -0.65 1.15  2.48536
 -0.65 1.2  2.38168
 -0.65 1.25  2.25082

 -0.6 -1.3  2.16698
 -0.6 -1.25  2.31332
 -0.6 -1.2  2.44418
 -0.6 -1.15  2.54786
 -0.6 -1.1  2.61512
 -0.6 -1.05  2.63993
 -0.6 -1  2.62009
 -0.6 -0.95  2.55736
 -0.6 -0.9  2.45735
 -0.6 -0.85  2.32899
 -0.6 -0.8  2.18375
 -0.6 -0.75  2.0346
 -0.6 -0.7  1.89487
 -0.6 -0.65  1.77703
 -0.6 -0.6  1.69162
 -0.6 -0.55  1.64626
 -0.6 -0.5  1.645
 -0.6 -0.45  1.68796
 -0.6 -0.4  1.7713
 -0.6 -0.35  1.88758
 -0.6 -0.3  2.0264
 -0.6 -0.25  2.17537
 -0.6 -0.2  2.32118
 -0.6 -0.15  2.4508
 -0.6 -0.1  2.55267
 -0.6 -0.05  2.61767
 -0.6 5.41234e-16  2.64
 -0.6 0.05  2.61767
 -0.6 0.1  2.55267
 -0.6 0.15  2.4508
 -0.6 0.2  2.32118
 -0.6 0.25  2.17537
 -0.6 0.3  2.0264
 -0.6 0.35  1.88758
 -0.6 0.4  1.7713
 -0.6 0.45  1.68796
 -0.6 0.5  1.645
 -0.6 0.55  1.64626
 -0.6 0.6  1.69162
 -0.6 0.65  1.77703
 -0.6 0.7  1.89487
 -0.6 0.75  2.0346
 -0.6 0.8  2.18375
 -0.6 0.85  2.32899
 -0.6 0.9  2.45735
 -0.6 0.95  2.55736
 -0.6 1  2.62009
 -0.6 1.05  2.63993
 -0.6 1.1  2.61512
 -0.6 1.15  2.54786
 -0.6 1.2  2.44418
 -0.6 1.25  2.31332

 -0.55 -1.3  2.22448
 -0.55 -1.25  2.37082
 -0.55 -1.2  2.50168
 -0.55 -1.15  2.60536
 -0.55 -1.1  2.67262
 -0.55 -1.05  2.69743
 -0.55 -1  2.67759
 -0.55 -0.95  2.61486
 -0.55 -0.9  2.51485
 -0.55 -0.85  2.38649
 -0.55 -0.8  2.24125
 -0.55 -0.75  2.0921
 -0.55 -0.7  1.95237
 -0.55 -0.65  1.83453
 -0.55 -0.6  1.74912
 -0.55 -0.55  1.70376
 -0.55 -0.5  1.7025
 -0.55 -0.45  1.74546
 -0.55 -0.4  1.8288
 -0.55 -0.35  1.94508
 -0.55 -0.3  2.0839
 -0.55 -0.25  2.23287
 -0.55 -0.2  2.37868
 -0.55 -0.15  2.5083
 -0.55 -0.1  2.61017
 -0.55 -0.05  2.67517
 -0.55 5.41234e-16  2.6975
 -0.55 0.05  2.67517
 -0.55 0.1  2.61017
 -0.55 0.15  2.5083
 -0.55 0.2  2.37868
 -0.55 0.25  2.23287
 -0.55 0.3  2.0839
 -0.55 0.35  1.94508
 -0.55 0.4  1.8288
 -0.55 0.45  1.74546
 -0.55 0.5  1.7025
 -0.55 0.55  1.70376
 -0.55 0.6  1.74912
 -0.55 0.65  1.83453
 -0.55 0.7  1.95237
 -0.55 0.75  2.0921
 -0.55 0.8  2.24125
 -0.55 0.85  2.38649
 -0.55 0.9  2.51485
 -0.55 0.95  2.61486
 -0.55 1  2.67759
 -0.55 1.05  2.69743
 -0.55 1.1  2.67262
 -0.55 1.15  2.60536
 -0.55 1.2  2.50168
 -0.55 1.25  2.37082

 -0.5 -1.3  2.27698
 -0.5 -1.25  2.42332
 -0.5 -1.2  2.55418
 -0.5 -1.15  2.65786
 -0.5 -1.1  2.72512
 -0.5 -1.05  2.74993
 -0.5 -1  2.73009
 -0.5 -0.95  2.66736
 -0.5 -0.9  2.56735
 -0.5 -0.85  2.43899
 -0.5 -0.8  2.29375
 -0.5 -0.75  2.1446
 -0.5 -0.7  2.00487
 -0.5 -0.65  1.88703
 -0.5 -0.6  1.80162
 -0.5 -0.55  1.75626
 -0.5 -0.5  1.755
 -0.5 -0.45  1.79796
 -0.5 -0.4  1.8813
 -0.5 -0.35  1.99758
 -0.5 -0.3  2.1364
 -0.5 -0.25  2.28537
 -0.5 -0.2  2.43118
 -0.5 -0.15  2.5608
 -0.5 -0.1  2.66267
 -0.5 -0.05  2.72767
 -0.5 5.41234e-16  2.75
 -0.5 0.05  2.72767
 -0.5 0.1  2.66267
 -0.5 0.15  2.5608
 -0.5 0.2  2.43118
 -0.5 0.25  2.28537
 -0.5 0.3  2.1364
 -0.5 0.35  1.99758
 -0.5 0.4  1.8813
 -0.5 0.45  1.79796
 -0.5 0.5  1.755
 -0.5 0.55  1.75626
 -0.5 0.6  1.80162
 -0.5 0.65  1.88703
 -0.5 0.7  2.00487
 -0.5 0.75  2.1446
 -0.5 0.8  2.29375
 -0.5 0.85  2.43899
 -0.5 0.9  2.56735
 -0.5 0.95  2.66736
 -0.5 1  2.73009
 -0.5 1.05  2.74993
 -0.5 1.1  2.72512
 -0.5 1.15  2.65786
 -0.5 1.2  2.55418
 -0.5 1.25  2.42332

 -0.45 -1.3  2.32448
 -0.45 -1.25  2.47082
 -0.45 -1.2  2.60168
 -0.45 -1.15  2.70536
 -0.45 -1.1  2.77262
 -0.45 -1.05  2.79743
 -0.45 -1  2.77759
 -0.45 -0.95  2.71486
 -0.45 -0.9  2.61485
 -0.45 -0.85  2.48649
 -0.45 -0.8  2.34125
 -0.45 -0.75  2.1921
 -0.45 -0.7  2.05237
 -0.45 -0.65  1.93453
 -0.45 -0.6  1.84912
 -0.45 -0.55  1.80376
 -0.45 -0.5  1.8025
 -0.45 -0.45  1.84546
 -0.45 -0.4  1.9288
 -0.45 -0.35  2.04508
 -0.45 -0.3  2.1839
 -0.45 -0.25  2.33287
 -0.45 -0.2  2.47868
 -0.45 -0.15  2.6083
 -0.45 -0.1  2.71017
