5 2.06116 0.133818 1.35608 1.38127
10 2.0352 0.134619 0.844052 0.865681
20 1.97435 0.135474 0.816051 0.844085
50 1.83631 0.12175 0.884055 0.996603
100 1.61001 0.112978 1.12807 1.14143
1000 1.13366 0.0500209 5.35634 5.68714
5000 1.10453 0.0553042 21.3893 24.5207
10000 1.10349 0.0572648 43.9227 75.8359
5 2.06363 0.134659 1.52009 1.5365
10 2.03228 0.136572 0.812051 0.828783
20 1.97731 0.137385 0.836053 0.862299
50 1.85196 0.116045 0.972061 0.998212
100 1.66809 0.105024 1.15607 1.18176
1000 1.13062 0.0507309 5.34833 5.39138
5000 1.10559 0.0545945 23.3175 23.4501
10000 1.10301 0.0574964 45.2748 45.6756
5 2.06905 0.122367 0.760048 0.77375
10 2.01332 0.156595 1.09607 1.11983
20 1.95965 0.145748 0.816051 0.843974
50 1.84576 0.116749 0.94806 0.978318
100 1.63267 0.110529 1.12407 1.14521
1000 1.13653 0.0505776 5.38834 5.42615
5000 1.10552 0.053953 23.2975 23.4207
