5 2.06948 4.86475e-16 0 0.001731
10 2.02932 8.09778e-16 0.004 0.002477
20 1.97666 2.71676e-15 0.004 0.004741
50 1.81596 5.64203e-15 0.016001 0.017463
100 1.66611 6.82107e-15 0.060004 0.059431
1000 1.19523 0.0212642 18.3771 18.4363
5000 1.10194 0.0531209 43.6587 44.0871
10000 1.10202 0.0568535 70.7804 71.5038
5 2.06781 4.96507e-16 0 0.00174
10 2.03667 8.8261e-16 0.004 0.003447
20 1.98985 1.27748e-15 0.004 0.004703
50 1.84278 2.60635e-15 0.020001 0.019841
100 1.62205 4.85826e-15 0.060004 0.063447
1000 1.17934 0.0189511 16.625 16.7131
5000 1.103 0.0534045 46.8549 47.0037
10000 1.10273 0.05693 70.5124 70.7408
5 2.0615 2.22045e-16 0.004 0.002094
10 2.01928 9.01949e-16 0.004001 0.002345
20 1.95906 1.6332e-15 0.004 0.00467
50 1.83909 6.17819e-15 0.020001 0.019002
100 1.62862 7.80603e-15 0.060004 0.062455
1000 1.1935 0.0181677 16.9171 16.9642
