time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,left_gripper,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2,right_gripper
0.513053,-0.0364320436707,1.04655839134,-3.03459749017,-0.0510048611389,-2.83479649277,0.119650501318,3.04955380283,100.0,-1.21107783065,1.04502441055,1.02776712671,0.686456401794,-2.32628186217,-0.342844705701,-1.23370404725,0.0
0.513207,-0.0364320436707,1.04655839134,-3.03459749017,-0.0510048611389,-2.83479649277,0.119650501318,3.04955380283,100.0,-1.21107783065,1.04502441055,1.02776712671,0.686456401794,-2.32628186217,-0.342844705701,-1.23370404725,0.0
0.523346,-0.0371990340637,1.04694188654,-3.03459749017,-0.0510048611389,-2.83517998797,0.119267006122,3.04917030764,100.0,-1.21146132585,1.04540790575,1.02738363151,0.686072906598,-2.32704885256,-0.342077715308,-1.23332055205,0.0
0.533277,-0.0368155388672,1.04655839134,-3.03459749017,-0.0513883563354,-2.83517998797,0.120033996515,3.04917030764,100.0,-1.21184482104,1.04579140095,1.02738363151,0.685689411401,-2.32589836697,-0.342077715308,-1.23293705685,0.0
0.543268,-0.0364320436707,1.04694188654,-3.03459749017,-0.0506213659424,-2.83441299758,0.119267006122,3.04955380283,100.0,-1.21184482104,1.04540790575,1.02738363151,0.684922421008,-2.32666535737,-0.343611696094,-1.23293705685,0.0
0.553272,-0.0368155388672,1.04732538173,-3.03536448056,-0.0506213659424,-2.83479649277,0.119267006122,3.04878681244,100.0,-1.21184482104,1.04617489614,1.02738363151,0.684922421008,-2.32628186217,-0.342461210504,-1.23370404725,0.0
0.563299,-0.0371990340637,1.04694188654,-3.03498098536,-0.0506213659424,-2.83479649277,0.120033996515,3.04917030764,100.0,-1.21146132585,1.04502441055,1.02815062191,0.685689411401,-2.32666535737,-0.342077715308,-1.23370404725,0.0
0.573305,-0.0368155388672,1.04655839134,-3.03574797576,-0.0506213659424,-2.83479649277,0.119267006122,3.04878681244,100.0,-1.21222831624,1.04579140095,1.02738363151,0.685305916205,-2.32666535737,-0.342461210504,-1.23370404725,0.0
0.583318,-0.0368155388672,1.04617489614,-3.03498098536,-0.0510048611389,-2.83441299758,0.119650501318,3.04917030764,100.0,-1.21299530663,1.04579140095,1.02738363151,0.686456401794,-2.32666535737,-0.342844705701,-1.23370404725,0.0
0.593276,-0.0368155388672,1.04694188654,-3.03459749017,-0.0506213659424,-2.83479649277,0.119650501318,3.04917030764,100.0,-1.21261181144,1.04579140095,1.02815062191,0.686072906598,-2.32589836697,-0.342844705701,-1.23293705685,0.0
0.603311,-0.0368155388672,1.04655839134,-3.03536448056,-0.0506213659424,-2.83479649277,0.120417491711,3.04878681244,100.0,-1.21261181144,1.04617489614,1.02700013632,0.686072906598,-2.32666535737,-0.343611696094,-1.23370404725,0.0
0.613327,-0.0368155388672,1.04694188654,-3.03498098536,-0.0502378707458,-2.83479649277,0.118883510925,3.04917030764,100.0,-1.21261181144,1.04502441055,1.02738363151,0.686072906598,-2.32628186217,-0.342844705701,-1.23255356166,0.0
0.623275,-0.0371990340637,1.04694188654,-3.03498098536,-0.0506213659424,-2.83441299758,0.120033996515,3.04917030764,100.0,-1.21261181144,1.04540790575,1.02815062191,0.686072906598,-2.32666535737,-0.343611696094,-1.23332055205,0.0
0.633273,-0.0368155388672,1.04655839134,-3.03498098536,-0.0510048611389,-2.83479649277,0.119267006122,3.04955380283,100.0,-1.21222831624,1.04502441055,1.02776712671,0.685689411401,-2.32628186217,-0.342844705701,-1.23332055205,0.0
0.643275,-0.0371990340637,1.04617489614,-3.03459749017,-0.0510048611389,-2.83441299758,0.120033996515,3.04917030764,100.0,-1.21261181144,1.04502441055,1.02738363151,0.686456401794,-2.32666535737,-0.342461210504,-1.23408754244,0.0
0.653291,-0.0364320436707,1.04655839134,-3.03498098536,-0.0510048611389,-2.83479649277,0.120033996515,3.04917030764,100.0,-1.21107783065,1.04464091536,1.02815062191,0.685689411401,-2.32666535737,-0.342844705701,-1.23332055205,0.0
0.663273,-0.0375825292603,1.04770887693,-3.03459749017,-0.0506213659424,-2.83517998797,0.120033996515,3.04917030764,100.0,-1.21146132585,1.04464091536,1.0285341171,0.686072906598,-2.32666535737,-0.342461210504,-1.23332055205,0.0
0.673271,-0.0371990340637,1.04655839134,-3.03498098536,-0.0513883563354,-2.83441299758,0.120033996515,3.04917030764,100.0,-1.21184482104,1.04464091536,1.02815062191,0.686072906598,-2.32628186217,-0.342461210504,-1.23370404725,0.0
0.683276,-0.0375825292603,1.04732538173,-3.03536448056,-0.0510048611389,-2.83441299758,0.119267006122,3.04878681244,100.0,-1.21146132585,1.04425742016,1.02815062191,0.685305916205,-2.32628186217,-0.342461210504,-1.23293705685,0.0
0.693275,-0.0364320436707,1.04579140095,-3.03536448056,-0.0510048611389,-2.83441299758,0.119650501318,3.04917030764,100.0,-1.21222831624,1.04464091536,1.0285341171,0.684922421008,-2.32666535737,-0.342077715308,-1.23293705685,0.0
